"","X..contig","classification","reason","lineage","lineage.scores","superkingdom","phylum","class","order","family","genus","species"
"8093","MG1058_m54329U_210919_100542_11731523_ccs","taxid assigned","based on 14/14 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"8102","MG1058_m54329U_210919_100542_11732157_ccs","taxid assigned","based on 8/9 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"8112","MG1058_m54329U_210919_100542_11733209_ccs","taxid assigned","based on 14/15 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"8418","MG1058_m54329U_210919_100542_11797850_ccs","taxid assigned","based on 5/10 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.62;0.62;0.62","Bacteria: 1.00","Candidatus Marinimicrobia: 0.62",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.62"
"8422","MG1058_m54329U_210919_100542_11798031_ccs","taxid assigned","based on 10/10 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.79;0.79;0.79;0.76","Bacteria: 0.79","Candidatus Marinimicrobia: 0.79",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.76"
"8424","MG1058_m54329U_210919_100542_11798186_ccs","taxid assigned","based on 20/22 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.98;0.91;0.91;0.78","Bacteria: 0.98","Candidatus Marinimicrobia: 0.91",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.78"
"8431","MG1058_m54329U_210919_100542_11798832_ccs","taxid assigned","based on 14/21 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"8433","MG1058_m54329U_210919_100542_11799062_ccs","taxid assigned","based on 16/16 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.63;0.63;0.63","Bacteria: 1.00","Candidatus Marinimicrobia: 0.63",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.63"
"8473","MG1058_m54329U_210919_100542_1180510_ccs","taxid assigned","based on 10/10 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.98;0.98;0.98;0.95","Bacteria: 0.98","Candidatus Marinimicrobia: 0.98",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.95"
"8764","MG1058_m54329U_210919_100542_11864532_ccs","taxid assigned","based on 20/22 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;0.97;0.89;0.80","Bacteria: 1.00","Candidatus Marinimicrobia: 0.89",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.80"
"8765","MG1058_m54329U_210919_100542_11864567_ccs","taxid assigned","based on 9/14 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.97;0.75;0.75;0.75","Bacteria: 0.97","Candidatus Marinimicrobia: 0.75",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.75"
"9056","MG1058_m54329U_210919_100542_11930010_ccs","taxid assigned","based on 9/10 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"9352","MG1058_m54329U_210919_100542_11994593_ccs","taxid assigned","based on 15/15 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.95;0.58;0.52;0.52","Bacteria: 0.95","Candidatus Marinimicrobia: 0.52",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.52"
"9362","MG1058_m54329U_210919_100542_11995300_ccs","taxid assigned","based on 15/18 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;0.90","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.90"
"9363","MG1058_m54329U_210919_100542_11995450_ccs","taxid assigned","based on 11/12 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"9364","MG1058_m54329U_210919_100542_11995613_ccs","taxid assigned","based on 6/7 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.85;0.85;0.85","Bacteria: 1.00","Candidatus Marinimicrobia: 0.85",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.85"
"9588","MG1058_m54329U_210919_100542_12059232_ccs","taxid assigned","based on 15/15 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.92;0.91;0.91","Bacteria: 1.00","Candidatus Marinimicrobia: 0.91",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.91"
"9594","MG1058_m54329U_210919_100542_12059477_ccs","taxid assigned","based on 9/10 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;0.76;0.76","Bacteria: 1.00","Candidatus Marinimicrobia: 0.76",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.76"
"9618","MG1058_m54329U_210919_100542_12060811_ccs","taxid assigned","based on 8/13 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"9922","MG1058_m54329U_210919_100542_12125515_ccs","taxid assigned","based on 20/20 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"9923","MG1058_m54329U_210919_100542_12125725_ccs","taxid assigned","based on 8/11 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.96;0.65;0.65;0.65","Bacteria: 0.96","Candidatus Marinimicrobia: 0.65",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.65"
"9928","MG1058_m54329U_210919_100542_12125879_ccs","taxid assigned","based on 12/13 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.93;0.93;0.93","Bacteria: 1.00","Candidatus Marinimicrobia: 0.93",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.93"
"9932","MG1058_m54329U_210919_100542_12126095_ccs","taxid assigned","based on 3/3 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.60;0.60;0.60;0.60","Bacteria: 0.60","Candidatus Marinimicrobia: 0.60",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.60"
"9940","MG1058_m54329U_210919_100542_12127020_ccs","taxid assigned","based on 3/3 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"10589","MG1058_m54329U_210919_100542_12256780_ccs","taxid assigned","based on 8/10 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.86;0.86;0.86","Bacteria: 1.00","Candidatus Marinimicrobia: 0.86",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.86"
"10596","MG1058_m54329U_210919_100542_12257659_ccs","taxid assigned","based on 9/9 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"10892","MG1058_m54329U_210919_100542_12322062_ccs","taxid assigned","based on 9/9 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.97;0.97;0.97;0.61","Bacteria: 0.97","Candidatus Marinimicrobia: 0.97",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.61"
"11189","MG1058_m54329U_210919_100542_12387363_ccs","taxid assigned","based on 14/14 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.98;0.93;0.93;0.57","Bacteria: 0.98","Candidatus Marinimicrobia: 0.93",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.57"
"11478","MG1058_m54329U_210919_100542_12452349_ccs","taxid assigned","based on 19/21 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.97;0.97;0.97;0.91","Bacteria: 0.97","Candidatus Marinimicrobia: 0.97",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.91"
"11481","MG1058_m54329U_210919_100542_12452547_ccs","taxid assigned","based on 12/15 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.73;0.73;0.73","Bacteria: 1.00","Candidatus Marinimicrobia: 0.73",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.73"
"11496","MG1058_m54329U_210919_100542_12453940_ccs","taxid assigned","based on 12/12 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.91;0.77;0.74;0.74","Bacteria: 0.91","Candidatus Marinimicrobia: 0.74",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.74"
"11540","MG1058_m54329U_210919_100542_1245988_ccs","taxid assigned","based on 7/7 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;0.97","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.97"
"11544","MG1058_m54329U_210919_100542_1246305_ccs","taxid assigned","based on 11/11 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"12056","MG1058_m54329U_210919_100542_12583163_ccs","taxid assigned","based on 6/9 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.91;0.91;0.59","Bacteria: 1.00","Candidatus Marinimicrobia: 0.91",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.59"
"12081","MG1058_m54329U_210919_100542_12585496_ccs","taxid assigned","based on 11/11 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.98;0.98;0.98","Bacteria: 1.00","Candidatus Marinimicrobia: 0.98",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.98"
"12359","MG1058_m54329U_210919_100542_12649078_ccs","taxid assigned","based on 11/11 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"12367","MG1058_m54329U_210919_100542_12650192_ccs","taxid assigned","based on 6/6 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 1.00"
"12646","MG1058_m54329U_210919_100542_12715272_ccs","taxid assigned","based on 18/18 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.58;0.58;0.58","Bacteria: 1.00","Candidatus Marinimicrobia: 0.58",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.58"
"12648","MG1058_m54329U_210919_100542_12715384_ccs","taxid assigned","based on 15/15 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.97;0.97;0.97","Bacteria: 1.00","Candidatus Marinimicrobia: 0.97",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.97"
"12650","MG1058_m54329U_210919_100542_12715565_ccs","taxid assigned","based on 10/10 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.89;0.75;0.57;0.57","Bacteria: 0.89","Candidatus Marinimicrobia: 0.57",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.57"
"12655","MG1058_m54329U_210919_100542_12716474_ccs","taxid assigned","based on 15/15 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"12924","MG1058_m54329U_210919_100542_12780114_ccs","taxid assigned","based on 16/16 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.99;0.99;0.99","Bacteria: 1.00","Candidatus Marinimicrobia: 0.99",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.99"
"13228","MG1058_m54329U_210919_100542_12845992_ccs","taxid assigned","based on 8/11 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.96;0.96;0.67","Bacteria: 1.00","Candidatus Marinimicrobia: 0.96",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.67"
"13238","MG1058_m54329U_210919_100542_12846624_ccs","taxid assigned","based on 22/23 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.94;0.84;0.84;0.52","Bacteria: 0.94","Candidatus Marinimicrobia: 0.84",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.52"
"13244","MG1058_m54329U_210919_100542_12847012_ccs","taxid assigned","based on 6/8 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.95;0.88;0.88","Bacteria: 1.00","Candidatus Marinimicrobia: 0.88",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.88"
"13245","MG1058_m54329U_210919_100542_12847078_ccs","taxid assigned","based on 16/16 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.91;0.91;0.91","Bacteria: 1.00","Candidatus Marinimicrobia: 0.91",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.91"
"13501","MG1058_m54329U_210919_100542_12910602_ccs","taxid assigned","based on 13/13 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;0.74","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.74"
"13539","MG1058_m54329U_210919_100542_12911034_ccs","taxid assigned","based on 10/10 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.84;0.65;0.65;0.65","Bacteria: 0.84","Candidatus Marinimicrobia: 0.65",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.65"
"13560","MG1058_m54329U_210919_100542_12912688_ccs","taxid assigned","based on 8/8 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.61;0.50;0.50","Bacteria: 1.00","Candidatus Marinimicrobia: 0.50",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.50"
"13562","MG1058_m54329U_210919_100542_12912803_ccs","taxid assigned","based on 17/19 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.80;0.80;0.80","Bacteria: 1.00","Candidatus Marinimicrobia: 0.80",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.80"
"13878","MG1058_m54329U_210919_100542_12977863_ccs","taxid assigned","based on 18/24 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.94;0.91;0.87;0.69","Bacteria: 0.94","Candidatus Marinimicrobia: 0.87",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.69"
"13888","MG1058_m54329U_210919_100542_12978711_ccs","taxid assigned","based on 6/10 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;0.58;0.58;0.58","Bacteria: 1.00","Candidatus Marinimicrobia: 0.58",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.58"
"14159","MG1058_m54329U_210919_100542_13042426_ccs","taxid assigned","based on 14/14 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"14170","MG1058_m54329U_210919_100542_13043315_ccs","taxid assigned","based on 25/31 ORFs","1;131567;2;1783270;62680;2026760","1.00;0.97;0.70;0.63;0.63;0.63","Bacteria: 0.70","Candidatus Marinimicrobia: 0.63",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.63"
"14177","MG1058_m54329U_210919_100542_13044205_ccs","taxid assigned","based on 14/21 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.94;0.66;0.66;0.66","Bacteria: 0.94","Candidatus Marinimicrobia: 0.66",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.66"
"14178","MG1058_m54329U_210919_100542_13044242_ccs","taxid assigned","based on 12/12 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.92;0.92;0.92;0.92","Bacteria: 0.92","Candidatus Marinimicrobia: 0.92",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.92"
"14441","MG1058_m54329U_210919_100542_13108012_ccs","taxid assigned","based on 10/10 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.84;0.75;0.75","Bacteria: 1.00","Candidatus Marinimicrobia: 0.75",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.75"
"14500","MG1058_m54329U_210919_100542_1311642_ccs","taxid assigned","based on 11/14 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.95;0.66;0.66;0.58","Bacteria: 0.95","Candidatus Marinimicrobia: 0.66",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.58"
"14545","MG1058_m54329U_210919_100542_1312575_ccs","taxid assigned","based on 3/5 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;0.80;0.80","Bacteria: 1.00","Candidatus Marinimicrobia: 0.80",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.80"
"14573","MG1058_m54329U_210919_100542_1312881_ccs","taxid assigned","based on 11/11 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.89;0.71;0.69;0.57","Bacteria: 0.89","Candidatus Marinimicrobia: 0.69",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.57"
"14773","MG1058_m54329U_210919_100542_13174386_ccs","taxid assigned","based on 8/9 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.95;0.90;0.90;0.90","Bacteria: 0.95","Candidatus Marinimicrobia: 0.90",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.90"
"14781","MG1058_m54329U_210919_100542_13175428_ccs","taxid assigned","based on 19/19 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.96;0.62;0.62;0.62","Bacteria: 0.96","Candidatus Marinimicrobia: 0.62",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.62"
"15089","MG1058_m54329U_210919_100542_13238713_ccs","taxid assigned","based on 15/20 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.71;0.67;0.67","Bacteria: 1.00","Candidatus Marinimicrobia: 0.67",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.67"
"15090","MG1058_m54329U_210919_100542_13238727_ccs","taxid assigned","based on 13/13 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.97;0.90;0.90","Bacteria: 1.00","Candidatus Marinimicrobia: 0.90",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.90"
"15091","MG1058_m54329U_210919_100542_13238781_ccs","taxid assigned","based on 24/26 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"15096","MG1058_m54329U_210919_100542_13239332_ccs","taxid assigned","based on 13/16 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.64;0.53;0.53","Bacteria: 1.00","Candidatus Marinimicrobia: 0.53",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.53"
"15107","MG1058_m54329U_210919_100542_13240306_ccs","taxid assigned","based on 10/10 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;0.77","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.77"
"15421","MG1058_m54329U_210919_100542_13304456_ccs","taxid assigned","based on 7/7 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;0.92;0.92;0.82","Bacteria: 1.00","Candidatus Marinimicrobia: 0.92",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.82"
"15424","MG1058_m54329U_210919_100542_13304866_ccs","taxid assigned","based on 22/22 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.70;0.70;0.70","Bacteria: 1.00","Candidatus Marinimicrobia: 0.70",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.70"
"15428","MG1058_m54329U_210919_100542_13305209_ccs","taxid assigned","based on 7/7 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"15432","MG1058_m54329U_210919_100542_13305961_ccs","taxid assigned","based on 10/10 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;0.96","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.96"
"15436","MG1058_m54329U_210919_100542_13306259_ccs","taxid assigned","based on 22/22 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"15442","MG1058_m54329U_210919_100542_133102_ccs","taxid assigned","based on 10/10 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.73;0.73;0.73","Bacteria: 1.00","Candidatus Marinimicrobia: 0.73",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.73"
"15500","MG1058_m54329U_210919_100542_133213_ccs","taxid assigned","based on 15/16 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.80;0.66;0.66;0.53","Bacteria: 0.80","Candidatus Marinimicrobia: 0.66",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.53"
"15528","MG1058_m54329U_210919_100542_133293_ccs","taxid assigned","based on 8/8 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.93;0.93;0.93","Bacteria: 1.00","Candidatus Marinimicrobia: 0.93",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.93"
"15991","MG1058_m54329U_210919_100542_13435095_ccs","taxid assigned","based on 4/14 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"16017","MG1058_m54329U_210919_100542_13436458_ccs","taxid assigned","based on 6/6 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.80;0.51;0.51;0.51","Bacteria: 0.80","Candidatus Marinimicrobia: 0.51",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.51"
"16310","MG1058_m54329U_210919_100542_13502711_ccs","taxid assigned","based on 15/15 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.70;0.63;0.63","Bacteria: 1.00","Candidatus Marinimicrobia: 0.63",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.63"
"16877","MG1058_m54329U_210919_100542_13633998_ccs","taxid assigned","based on 11/11 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.88;0.80;0.70;0.70","Bacteria: 0.88","Candidatus Marinimicrobia: 0.70",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.70"
"16880","MG1058_m54329U_210919_100542_13634097_ccs","taxid assigned","based on 11/11 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.60;0.60;0.60","Bacteria: 1.00","Candidatus Marinimicrobia: 0.60",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.60"
"16882","MG1058_m54329U_210919_100542_13634174_ccs","taxid assigned","based on 21/23 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.98;0.98;0.98;0.70","Bacteria: 0.98","Candidatus Marinimicrobia: 0.98",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.70"
"17149","MG1058_m54329U_210919_100542_13697686_ccs","taxid assigned","based on 15/15 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.86;0.86;0.86","Bacteria: 1.00","Candidatus Marinimicrobia: 0.86",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.86"
