"","gene_callers_id","COG20_FUNCTION","COG20_CATEGORY","COG20_PATHWAY","plasmid"
"172",139,"Omega-amidase YafV/Nit2, hydrolyzes alpha-ketoglutaramate (Nit2) (PUBMED:28373563)","Energy production and conversion",NA,"plasmid2_sulf1"
"173",140,"Nicotinamidase-related amidase (PncA) (PDB:1ILW)","Coenzyme transport and metabolism!!!General function prediction only","Pyrimidine degradation","plasmid2_sulf1"
"174",141,"ABC-type guanosine uptake system NupNOPQ, ATPase component NupO (NupO) (PUBMED:21926227)","Nucleotide transport and metabolism",NA,"plasmid2_sulf1"
"175",142,"Nicotinamidase-related amidase (PncA) (PDB:1ILW)","Coenzyme transport and metabolism!!!General function prediction only","Pyrimidine degradation","plasmid2_sulf1"
"176",143,"Anti-sigma factor ChrR, cupin superfamily (ChrR) (PDB:2Q1Z)","Signal transduction mechanisms",NA,"plasmid2_sulf1"
"177",145,"Bifunctional DNA-binding transcriptional regulator of stationary/sporulation/toxin gene expression and antitoxin component of the YhaV-PrlF toxin-antitoxin module (AbrB) (PDB:2RO5)","Transcription!!!Defense mechanisms",NA,"plasmid2_sulf1"
"178",147,"Ketosteroid isomerase homolog YybH (YybH) (PDB:2GXF)","General function prediction only",NA,"plasmid2_sulf1"
"179",148,"Uncharacterized conserved protein, DUF4440 domain (PDB:1TP6)","Function unknown",NA,"plasmid2_sulf1"
"180",149,"Ketosteroid isomerase homolog YybH (YybH) (PDB:2GXF)","General function prediction only",NA,"plasmid2_sulf1"
"181",150,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)","Transcription",NA,"plasmid2_sulf1"
"182",151,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)","Transcription",NA,"plasmid2_sulf1"
"183",152,"Glutathione S-transferase (GstA) (PDB:1A0F)","Posttranslational modification, protein turnover, chaperones",NA,"plasmid2_sulf1"
"184",153,"Flavodoxin/ferredoxin--NADP reductase (Fpr) (PDB:3OZU)","Energy production and conversion",NA,"plasmid2_sulf1"
"185",154,"Sugar lactone lactonase YvrE (YvrE) (PDB:1E1A)","Carbohydrate transport and metabolism","Non-phosphorylated Entner-Doudoroff pathway","plasmid2_sulf1"
"186",155,"Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase (GatA) (PDB:3H0L)","Translation, ribosomal structure and biogenesis","Aminoacyl-tRNA synthetases","plasmid2_sulf1"
"187",156,"TRAP-type C4-dicarboxylate transport system, large permease component (DctQ)","Carbohydrate transport and metabolism",NA,"plasmid2_sulf1"
"188",157,"TRAP-type C4-dicarboxylate transport system, small permease component YiaM (DctM)","Carbohydrate transport and metabolism",NA,"plasmid2_sulf1"
"189",158,"TRAP-type C4-dicarboxylate transport system, periplasmic component (DctP) (PDB:2CEX)","Carbohydrate transport and metabolism",NA,"plasmid2_sulf1"
"190",160,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)","Transcription",NA,"plasmid2_sulf1"
"191",161,"DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)","Transcription",NA,"plasmid2_sulf1"
"192",162,"Dienelactone hydrolase (DLH) (PDB:4ZV9)","Secondary metabolites biosynthesis, transport and catabolism",NA,"plasmid2_sulf1"
"193",163,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf1"
"194",164,"Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains (YbjT) (PDB:5L3Z)","General function prediction only",NA,"plasmid2_sulf1"
"195",165,"Ketosteroid isomerase-related protein (YesE) (PDB:1Z1S)","General function prediction only",NA,"plasmid2_sulf1"
"196",166,"Short-chain dehydrogenase (YqjQ)","General function prediction only",NA,"plasmid2_sulf1"
"197",167,"Acetyl esterase/lipase (Aes) (PDB:1EVQ)","Lipid transport and metabolism",NA,"plasmid2_sulf1"
"198",168,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)","Transcription",NA,"plasmid2_sulf1"
"199",169,"ABC-type histidine transport system, ATPase component (HisP) (PDB:1B0U)","Amino acid transport and metabolism",NA,"plasmid2_sulf1"
"200",170,"ABC-type amino acid transport/signal transduction system, periplasmic component/domain (HisJ) (PDB:1GGG)","Amino acid transport and metabolism!!!Signal transduction mechanisms",NA,"plasmid2_sulf1"
"201",171,"ABC-type arginine transport system, permease component (ArtQ)","Amino acid transport and metabolism",NA,"plasmid2_sulf1"
"202",172,"ABC-type arginine/histidine transport system, permease component (ArtM)","Amino acid transport and metabolism",NA,"plasmid2_sulf1"
"203",173,"Nicotinamidase-related amidase (PncA) (PDB:1ILW)","Coenzyme transport and metabolism!!!General function prediction only","Pyrimidine degradation","plasmid2_sulf1"
"204",174,"Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20)","Carbohydrate transport and metabolism!!!Amino acid transport and metabolism!!!General function prediction only",NA,"plasmid2_sulf1"
"205",175,"Ornithine cyclodeaminase/archaeal alanine dehydrogenase, mu-crystallin family (OCDMu) (PDB:2I99)","Amino acid transport and metabolism","Proline biosynthesis","plasmid2_sulf1"
"206",176,"Ornithine cyclodeaminase/archaeal alanine dehydrogenase, mu-crystallin family (OCDMu) (PDB:2I99)","Amino acid transport and metabolism","Proline biosynthesis","plasmid2_sulf1"
"207",177,"Transposase","Mobilome: prophages, transposons",NA,"plasmid2_sulf1"
"208",178,"Transposase","Mobilome: prophages, transposons",NA,"plasmid2_sulf1"
"209",179,"DNA replication protein DnaC (DnaC) (PDB:2QGZ)","Replication, recombination and repair",NA,"plasmid2_sulf1"
"210",181,"Transposase","Mobilome: prophages, transposons",NA,"plasmid2_sulf1"
"211",182,"Transposase and inactivated derivatives, IS30 family (Tra8)","Mobilome: prophages, transposons",NA,"plasmid2_sulf1"
"212",183,"Transposase and inactivated derivatives, IS30 family (Tra8)","Mobilome: prophages, transposons",NA,"plasmid2_sulf1"
"213",184,"Transposase and inactivated derivatives, IS30 family (Tra8)","Mobilome: prophages, transposons",NA,"plasmid2_sulf1"
"214",185,"Transposase InsO and inactivated derivatives (Tra5)","Mobilome: prophages, transposons",NA,"plasmid2_sulf1"
"215",186,"Transposase InsE and inactivated derivatives (InsE) (PDB:2JN6) (PUBMED:23818957)","Mobilome: prophages, transposons",NA,"plasmid2_sulf1"
"216",187,"DNA replication protein DnaC (DnaC) (PDB:2QGZ)","Replication, recombination and repair",NA,"plasmid2_sulf1"
"217",188,"Transposase","Mobilome: prophages, transposons",NA,"plasmid2_sulf1"
"218",189,"Transposase","Mobilome: prophages, transposons",NA,"plasmid2_sulf1"
"219",191,"NADH dehydrogenase, FAD-containing subunit (Ndh) (PDB:5NA4)","Energy production and conversion",NA,"plasmid2_sulf1"
"220",192,"Redox-sensitive bicupin YhaK, pirin superfamily (YhaK) (PDB:1J1L) (PUBMED:18561187)","General function prediction only",NA,"plasmid2_sulf1"
"221",193,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)","Transcription",NA,"plasmid2_sulf1"
"222",194,"TRAP-type uncharacterized transport system, fused permease components","General function prediction only",NA,"plasmid2_sulf1"
"223",195,"TRAP-type uncharacterized transport system, fused permease components","General function prediction only",NA,"plasmid2_sulf1"
"224",196,"Transposase (or an inactivated derivative), DDE domain (Rve)","Mobilome: prophages, transposons",NA,"plasmid2_sulf1"
"225",197,"Type II secretory pathway component GspD/PulD (secretin) (PulD) (PDB:5TCQ)","Intracellular trafficking, secretion, and vesicular transport",NA,"plasmid2_sulf1"
"226",198,"Type II secretory pathway, component PulC (PulC) (PDB:2LNV)","Intracellular trafficking, secretion, and vesicular transport",NA,"plasmid2_sulf1"
"227",199,"Type II secretory pathway, pseudopilin PulG (PulG) (PDB:1AY2)","Cell motility!!!Intracellular trafficking, secretion, and vesicular transport!!!Extracellular structures",NA,"plasmid2_sulf1"
"228",200,"Type IV pilus assembly protein FimT (FimT) (PUBMED:17322192;28771515)","Cell motility!!!Extracellular structures",NA,"plasmid2_sulf1"
"229",201,"Type II secretory pathway, pseudopilin PulG (PulG) (PDB:1AY2)","Cell motility!!!Intracellular trafficking, secretion, and vesicular transport!!!Extracellular structures",NA,"plasmid2_sulf1"
"230",202,"Type II secretory pathway, component PulL (PulL) (PDB:2W7V) (PUBMED:11679764)","Intracellular trafficking, secretion, and vesicular transport",NA,"plasmid2_sulf1"
"231",203,"Type II secretory pathway, component PulM (PulM) (PDB:1UV7)","Intracellular trafficking, secretion, and vesicular transport",NA,"plasmid2_sulf1"
"232",204,"Type II secretory pathway ATPase GspE/PulE or T4P pilus assembly pathway ATPase PilB (PulE) (PDB:4KSR)","Cell motility!!!Intracellular trafficking, secretion, and vesicular transport!!!Extracellular structures",NA,"plasmid2_sulf1"
"233",205,"Type II secretory pathway, component PulF (PulF) (PDB:2VMA)","Cell motility!!!Intracellular trafficking, secretion, and vesicular transport!!!Extracellular structures",NA,"plasmid2_sulf1"
"234",207,"ABC-type branched-chain amino acid transport system, periplasmic component (LivK) (PDB:1USG)","Amino acid transport and metabolism",NA,"plasmid2_sulf1"
"235",208,"Type II secretory pathway, PulJ/GspJ component (PulJ)","Intracellular trafficking, secretion, and vesicular transport",NA,"plasmid2_sulf1"
"236",209,"Type II secretory pathway, component PulK (PulK) (PDB:5VTM)","Intracellular trafficking, secretion, and vesicular transport",NA,"plasmid2_sulf1"
"237",213,"Multidrug efflux pump subunit AcrB (AcrB) (PDB:1IWG)","Defense mechanisms",NA,"plasmid2_sulf1"
"238",214,"Multidrug efflux pump subunit AcrA (membrane-fusion protein) (AcrA) (PDB:1T5E)","Cell wall/membrane/envelope biogenesis!!!Defense mechanisms",NA,"plasmid2_sulf1"
"239",215,"DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)","Transcription",NA,"plasmid2_sulf1"
"240",216,"TRAP-type mannitol/chloroaromatic compound transport system, large permease component (FcbT3)","Secondary metabolites biosynthesis, transport and catabolism",NA,"plasmid2_sulf1"
"241",217,"TRAP-type C4-dicarboxylate transport system, small permease component YiaM (DctM)","Carbohydrate transport and metabolism",NA,"plasmid2_sulf1"
"242",218,"TRAP-type C4-dicarboxylate transport system, periplasmic component (DctP) (PDB:2CEX)","Carbohydrate transport and metabolism",NA,"plasmid2_sulf1"
"243",219,"3-isopropylmalate dehydratase small subunit (LeuD) (PDB:3Q3W)","Amino acid transport and metabolism","Isoleucine, leucine, valine biosynthesis","plasmid2_sulf1"
"244",220,"Homoaconitase/3-isopropylmalate dehydratase large subunit (LeuC) (PDB:4KP1)","Amino acid transport and metabolism","Isoleucine, leucine, valine biosynthesis","plasmid2_sulf1"
"245",221,"DNA-binding transcriptional regulator, GntR family (MngR) (PDB:2WV0)","Transcription",NA,"plasmid2_sulf1"
"246",222,"Phenylpyruvate tautomerase PptA, 4-oxalocrotonate tautomerase family (PptA) (PDB:1BJP)!!!Limonene-1,2-epoxide hydrolase LimA/EphG (LimA) (PDB:1NU3)","Secondary metabolites biosynthesis, transport and catabolism!!!Secondary metabolites biosynthesis, transport and catabolism",NA,"plasmid2_sulf1"
"247",223,"N-methylhydantoinase B/oxoprolinase/acetone carboxylase, alpha subunit (HyuB) (PDB:5L9W)","Amino acid transport and metabolism!!!Secondary metabolites biosynthesis, transport and catabolism",NA,"plasmid2_sulf1"
"248",224,"N-methylhydantoinase A/oxoprolinase/acetone carboxylase, beta subunit (HyuA)","Amino acid transport and metabolism!!!Secondary metabolites biosynthesis, transport and catabolism",NA,"plasmid2_sulf1"
"249",225,"Nicotinamidase-related amidase (PncA) (PDB:1ILW)","Coenzyme transport and metabolism!!!General function prediction only","Pyrimidine degradation","plasmid2_sulf1"
"250",226,"2-Methylisocitrate lyase and related enzymes, PEP mutase family (PrpB) (PDB:1XG3)","Carbohydrate transport and metabolism",NA,"plasmid2_sulf1"
"251",227,"Succinate dehydrogenase/fumarate reductase, flavoprotein subunit (SdhA) (PDB:1KF6)","Energy production and conversion","TCA cycle","plasmid2_sulf1"
"252",228,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf1"
"253",229,"Histidinol dehydrogenase (HisD) (PDB:1K75)","Amino acid transport and metabolism","Histidine biosynthesis","plasmid2_sulf1"
"254",230,"2-keto-3-deoxy-L-rhamnonate aldolase RhmA (HpcH) (PDB:1DXE)","Carbohydrate transport and metabolism",NA,"plasmid2_sulf1"
"255",231,"TRAP-type uncharacterized transport system, fused permease components","General function prediction only",NA,"plasmid2_sulf1"
"256",232,"TRAP-type uncharacterized transport system, periplasmic component (Imp) (PDB:1US4)","General function prediction only",NA,"plasmid2_sulf1"
"257",233,"DNA-binding transcriptional regulator, LacI/PurR family (PurR) (PDB:1BDH)","Transcription",NA,"plasmid2_sulf1"
"258",234,"FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, HAD superfamily (riboflavin biosynthesis) (YigB) (PDB:4JB3) (PUBMED:24123841)","Coenzyme transport and metabolism",NA,"plasmid2_sulf1"
"259",235,"DNA-binding transcriptional regulator, MarR family (MarR) (PDB:1JGS)","Transcription",NA,"plasmid2_sulf1"
"260",236,"Predicted alpha/beta hydrolase","General function prediction only",NA,"plasmid2_sulf1"
"261",237,"Enoyl-CoA hydratase/carnithine racemase (CaiD) (PDB:1DCI)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf1"
"262",239,"DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)","Transcription",NA,"plasmid2_sulf1"
"263",242,"Signal transduction histidine kinase ComP (ComP) (PDB:4GT8)","Signal transduction mechanisms",NA,"plasmid2_sulf1"
"264",243,"DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains (CitB) (PDB:1A04)","Signal transduction mechanisms!!!Transcription",NA,"plasmid2_sulf1"
"265",244,"Predicted choloylglycine hydrolase","General function prediction only",NA,"plasmid2_sulf1"
"266",245,"Acetyl xylan esterase AxeA and related esterases, LpqC family (LpqC) (PDB:2D80) (PUBMED:9291122)","Carbohydrate transport and metabolism",NA,"plasmid2_sulf1"
"267",246,"Transcriptional regulator, contains Arc/MetJ-type RHH (ribbon-helix-helix) DNA-binding domain (ParD) (PDB:3KXE)","Transcription",NA,"plasmid2_sulf1"
"268",247,"Uracil-DNA glycosylase (Udg4) (PDB:3IKB)","Replication, recombination and repair",NA,"plasmid2_sulf1"
"269",248,"Predicted DNA modification or repair protein, contains radical SAM and helix-hairpin-helix domains","General function prediction only",NA,"plasmid2_sulf1"
"270",249,"Response regulator c-di-GMP phosphodiesterase, RpfG family, contains REC and HD-GYP domains (RpfG)","Signal transduction mechanisms",NA,"plasmid2_sulf1"
"271",250,"Two-component sensor histidine kinase, HisKA and HATPase domains (PDB:4R39)","Signal transduction mechanisms",NA,"plasmid2_sulf1"
"272",251,"ABC-type hemin transport system, ATPase component (PDB:4G1U)","Inorganic ion transport and metabolism",NA,"plasmid2_sulf1"
"273",252,"ABC-type Fe3+-siderophore transport system, permease component (FepD) (PDB:2NQ2)","Inorganic ion transport and metabolism",NA,"plasmid2_sulf1"
"274",253,"ABC-type hemin transport system, periplasmic component (ChuT) (PDB:3MD9)","Inorganic ion transport and metabolism",NA,"plasmid2_sulf1"
"275",254,"Putative heme degradation protein (HemS) (PDB:1U9T)","Inorganic ion transport and metabolism",NA,"plasmid2_sulf1"
"276",255,"Outer membrane receptor protein, Fe transport (CirA) (PDB:1BY3)","Inorganic ion transport and metabolism",NA,"plasmid2_sulf1"
"277",256,"Cytochrome c553 (CytC553) (PDB:6Q2U)","Energy production and conversion",NA,"plasmid2_sulf1"
"278",257,"Uncharacterized copper-binding protein, cupredoxin-like subfamily!!!Periplasmic Cu and Ag efflux protein CusF (CusF)","General function prediction only!!!Inorganic ion transport and metabolism",NA,"plasmid2_sulf1"
"279",258,"Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA) (SufI) (PDB:2YXV)","Cell cycle control, cell division, chromosome partitioning!!!Inorganic ion transport and metabolism!!!Cell wall/membrane/envelope biogenesis",NA,"plasmid2_sulf1"
"280",259,"Outer membrane protein TolC (TolC) (PDB:1EK9)","Cell wall/membrane/envelope biogenesis",NA,"plasmid2_sulf1"
"281",262,"DNA-binding transcriptional regulator, HxlR family (HxlR) (PDB:1YYV)","Transcription",NA,"plasmid2_sulf1"
"282",263,"Na+-driven multidrug efflux pump, DinF/NorM/MATE family (NorM) (PDB:3VVN) (PUBMED:29915058)","Defense mechanisms",NA,"plasmid2_sulf1"
"283",264,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)","Transcription",NA,"plasmid2_sulf1"
"284",265,"Tripartite-type tricarboxylate transporter, extracytoplasmic receptor component TctC (TctC) (PDB:2DVZ)","Energy production and conversion",NA,"plasmid2_sulf1"
"285",267,"TctA family transporter (PUBMED:14499931)","General function prediction only",NA,"plasmid2_sulf1"
"286",268,"Gamma-glutamyltranspeptidase (Ggt) (PDB:2Z8I) (PUBMED:16618936)","Amino acid transport and metabolism",NA,"plasmid2_sulf1"
"287",269,"Predicted Na+-dependent transporter YfeH (YfeH) (PDB:4N7X) (PUBMED:21175741)","General function prediction only",NA,"plasmid2_sulf1"
"288",270,"TPR repeat (TPR) (PDB:1KLX)","General function prediction only",NA,"plasmid2_sulf1"
"289",272,"Prophage maintenance system killer protein (Doc)","Mobilome: prophages, transposons",NA,"plasmid2_sulf1"
"290",273,"Cytochrome P450 (CypX) (PDB:3A4Z)","Secondary metabolites biosynthesis, transport and catabolism!!!Defense mechanisms","Biotin biosynthesis","plasmid2_sulf1"
"291",274,"K+-sensing histidine kinase KdpD (KdpD) (PDB:2KSF)","Signal transduction mechanisms",NA,"plasmid2_sulf1"
"292",275,"N-acyl-homoserine lactone synthase LasI (autoinducer biosynthesis) (LasI) (PDB:1K4J)","Signal transduction mechanisms",NA,"plasmid2_sulf1"
"293",0,"Flagellar basal body P-ring protein FlgI (FlgI)","Cell motility",NA,"plasmid1_sulf1"
"294",1,"Flagellar basal body P-ring protein FlgI (FlgI)","Cell motility",NA,"plasmid1_sulf1"
"295",2,"Flagellar basal body P-ring protein FlgI (FlgI)","Cell motility",NA,"plasmid1_sulf1"
"296",5,"Flagellin and related hook-associated protein FlgL (FlgL) (PDB:1IO1)","Cell motility",NA,"plasmid1_sulf1"
